Subject_ID,RandomForest,GradientBoosting,SVM_Linear,LogisticRegression,DecisionTree,KNN,NaiveBayes,AdaBoost,ExtraTrees,MLP
Block_1,0.47107438016528924,0.49795918367346936,0.48360655737704916,0.5271317829457365,0.4774193548387097,0.44715447154471544,0.44782608695652176,0.46586345381526106,0.4827586206896552,0.5656565656565656
Block_2,0.5573770491803278,0.5914396887159533,0.5691699604743083,0.5970149253731343,0.5230769230769231,0.5637065637065637,0.47368421052631576,0.611764705882353,0.5748987854251012,0.6229508196721312
Block_3,0.5905511811023622,0.5411764705882353,0.5813953488372093,0.587360594795539,0.5421686746987951,0.4921875,0.47761194029850745,0.5353159851301115,0.563265306122449,0.6064516129032258
Block_4,0.5914396887159533,0.6212121212121212,0.6,0.6148148148148148,0.50625,0.5348837209302325,0.44396551724137934,0.5925925925925926,0.5289256198347108,0.5608108108108109
Block_5,0.575,0.5655737704918032,0.5748987854251012,0.5952380952380952,0.5211726384364821,0.5394190871369294,0.47085201793721976,0.5645161290322581,0.5350877192982456,0.6072607260726073
Block_6,0.5772357723577236,0.5725806451612904,0.5647058823529412,0.5801526717557252,0.5490196078431373,0.5347985347985348,0.4520255863539446,0.5363984674329502,0.5206611570247934,0.5382059800664452
Block_7,0.5263157894736842,0.5483870967741935,0.5748987854251012,0.5748031496062992,0.49382716049382713,0.48249027237354086,0.46218487394957986,0.5447470817120622,0.4745762711864407,0.5723684210526315
Block_8,0.6055776892430279,0.6015625,0.5725490196078431,0.5962264150943396,0.5047318611987381,0.5803921568627451,0.4666666666666667,0.5670498084291188,0.5609756097560976,0.5969230769230769
Block_9,0.5327868852459017,0.5587044534412956,0.5622489959839357,0.5823754789272031,0.4935064935064935,0.572463768115942,0.45146726862302483,0.549618320610687,0.5147679324894515,0.6225165562913907
Block_10,0.549618320610687,0.5692307692307692,0.5461538461538461,0.5543071161048689,0.54375,0.5220588235294118,0.46218487394957986,0.5682656826568265,0.5258964143426295,0.5896656534954408
Block_11,0.5396825396825397,0.549800796812749,0.5476190476190477,0.5931558935361216,0.5180327868852459,0.5283018867924528,0.452431289640592,0.5254901960784314,0.5185185185185185,0.5816993464052288
Block_12,0.616600790513834,0.59375,0.5992217898832685,0.6096654275092936,0.5279503105590062,0.5132075471698113,0.46881720430107526,0.5855513307984791,0.5416666666666666,0.6148867313915858
Block_13,0.6136363636363636,0.6199261992619927,0.6171003717472119,0.6219081272084805,0.5868263473053892,0.5757575757575758,0.5111111111111111,0.629757785467128,0.5555555555555556,0.6405228758169934
Block_14,0.5779467680608364,0.60431654676259,0.6164874551971327,0.6223776223776224,0.5373134328358209,0.5591397849462365,0.4721030042918455,0.5714285714285714,0.5735849056603773,0.5868263473053892
Block_15,0.5803921568627451,0.5669291338582677,0.5381526104417671,0.5396825396825397,0.5324675324675324,0.5096525096525096,0.44298245614035087,0.5317460317460317,0.5596707818930041,0.5819397993311036
